DATA,0,0,0,0,0,0.00000,0,0,6445056,0
DATA,0,0,0,0,0,0.00000,0,0,6452224,0
DATA,0,0,0,0,0,0.00000,0,0,6459392,0
DATA,0,0,0,0,0,0.00000,0,0,6466816,0
DATA,0,0,0,0,0,0.00000,0,0,6474240,0
DATA,0,0,0,0,0,0.00000,0,0,6481408,0
RESULT failures=0 reads=6535680 errors=0 stale=1057 uninitialized=6494222 pio0_free=1 pio1_free=1
DATA,0,0,301,0,0,-0.00000,0,0,6535680,0
DATA,0,0,301,0,0,-0.00000,0,0,6542848,0
DATA,0,0,301,0,0,-0.00000,0,0,6550016,0
DATA,0,0,301,0,0,-0.00000,0,0,6557440,0
DATA,0,0,301,0,0,-0.00000,0,0,6564864,0
DATA,0,0,301,0,0,-0.00000,0,0,6572032,0
DATA,0,0,301,0,0,-0.00000,0,0,6579456,0
DATA,0,0,301,0,0,-0.00000,0,0,6586880,0
DATA,0,0,301,0,0,-0.00000,0,0,6594048,0
DATA,0,0,301,0,0,-0.00000,0,0,6601472,0
DATA,0,0,301,0,0,-0.00000,0,0,6608896,0
DATA,0,0,301,0,0,-0.00000,0,0,6616064,0
DATA,0,0,301,0,0,-0.00000,0,0,6623488,0
DATA,0,0,301,0,0,-0.00000,0,0,6630912,0
DATA,0,0,301,0,0,-0.00000,0,0,6638080,0
DATA,0,0,301,0,0,-0.00000,0,0,6645504,0
DATA,0,0,301,0,0,-0.00000,0,0,6652928,0
DATA,0,0,301,0,0,-0.00000,0,0,6660096,0
DATA,0,0,301,0,0,-0.00000,0,0,6667520,0
DATA,0,0,301,0,0,-0.00000,0,0,6674944,0
DATA,0,0,301,0,0,-0.00000,0,0,6682112,0
DATA,0,0,301,0,0,-0.00000,0,0,6689536,0
DATA,0,0,301,0,0,-0.00000,0,0,6696960,0
DATA,0,0,301,0,0,-0.00000,0,0,6704128,0
DATA,0,0,301,0,0,-0.00000,0,0,6711552,0
DATA,0,0,301,0,0,-0.00000,0,0,6718976,0
DATA,0,0,301,0,0,-0.00000,0,0,6726144,0
DATA,0,0,301,0,0,-0.00000,0,0,6733568,0
DATA,0,0,301,0,0,-0.00000,0,0,6740992,0
DATA,0,0,301,0,0,-0.00000,0,0,6748160,0
DATA,0,0,301,0,0,-0.00000,0,0,6755584,0
DATA,0,0,301,0,0,-0.00000,0,0,6762752,0
DATA,0,0,301,0,0,-0.00000,0,0,6770176,0
DATA,0,0,301,0,0,-0.00000,0,0,6777600,0
DATA,0,0,301,0,0,-0.00000,0,0,6784768,0
DATA,0,0,301,0,0,-0.00000,0,0,6792192,0
DATA,0,0,301,0,0,-0.00000,0,0,6799616,0
